Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,Al,V,Ta,Ti,Co,Mg,Y,Zr,Hf,Mahalanobis_sq,empirical_tail_prob,dataset,UMAP Component 1,UMAP Component 2
14.31699359657089,35.21024747388501,45.45303756381198,4.138939456436662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8807819092954645,0.0,0.0,0.0,0.0,0.0,35.713979983921455,0.05873715124816446,new NiCrMoTiFe data,-1.9011732,10.440818
15.27891067420843,36.6201454088738,40.92255698837002,5.876322025641183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.302064902906558,0.0,0.0,0.0,0.0,0.0,32.418635704119154,0.0763582966226138,new NiCrMoTiFe data,-1.705519,10.649474
15.85974020072816,36.64321598420395,37.76174814854082,7.80394955983821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.931346106688842,0.0,0.0,0.0,0.0,0.0,29.85414373025678,0.09691629955947137,new NiCrMoTiFe data,-1.5992175,10.855759
16.6254486072678,36.11907612318919,34.64032304241116,9.938243812179149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.676908414952717,0.0,0.0,0.0,0.0,0.0,27.291259192358563,0.1262848751835536,new NiCrMoTiFe data,-1.5708061,11.019912
16.72168606967666,34.35963304036784,32.01806283446086,13.07589480250266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.824723252991968,0.0,0.0,0.0,0.0,0.0,24.71858341903458,0.16299559471365638,new NiCrMoTiFe data,-1.4335518,11.28595
17.58023045110392,25.78737383125358,52.95340249452182,3.020229760012374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587634631082945,0.0,0.0,0.0,0.0,0.0,34.96517308671165,0.06020558002936858,new NiCrMoTiFe data,-2.2209542,10.62904
18.57818076528054,27.91436124376087,48.96939004892192,3.715176746073181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8228911959634791,0.0,0.0,0.0,0.0,0.0,30.954447299372383,0.0881057268722467,new NiCrMoTiFe data,-2.087526,10.784993
19.60838259075554,29.66754518388709,43.89614162525374,5.44038604100223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38754455910141,0.0,0.0,0.0,0.0,0.0,26.74165901877532,0.13362701908957417,new NiCrMoTiFe data,-1.9735457,10.98528
20.10500298210745,29.98729806356584,40.7223095709536,7.226526681518458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.958862701854644,0.0,0.0,0.0,0.0,0.0,24.354002802663388,0.16299559471365638,new NiCrMoTiFe data,-1.8720671,11.109883
20.82282672295324,29.84803147986053,36.74628169506838,9.683662142563847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.899197959554011,0.0,0.0,0.0,0.0,0.0,21.77348736697884,0.2011747430249633,new NiCrMoTiFe data,-1.7163441,11.364833
21.05931589769223,29.32188193594872,33.80936172608322,11.33506169200627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.474378748269556,0.0,0.0,0.0,0.0,0.0,20.157059082603432,0.24816446402349487,new NiCrMoTiFe data,-1.5006286,11.632355
21.38449445236935,26.75493744727493,30.80309232937815,14.61315841043162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.444317360545956,0.0,0.0,0.0,0.0,0.0,18.20546596810591,0.3010279001468429,new NiCrMoTiFe data,-1.4262307,12.014699
